Ano;Mes;Categoria;Sub-categoria;Producto;Pais;Cadena;Marca;Marca_propia;Peso_Volumen;Promocion;Precio_Normal;Precio_Oferta
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Argentina;Jumbo;Gallo;0;0,1;0;ARS130,00;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Argentina;Jumbo;Gallo;0;0,1;0;ARS130,00;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Argentina;Jumbo;Jumbo;1;0,36;0;ARS143,00;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Argentina;Jumbo;Jumbo;1;0,36;0;ARS143,00;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Argentina;Jumbo;Smams;0;0,15;0;ARS153,00;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Argentina;Jumbo;Smams;0;0,15;0;ARS153,00;
2021;Octubre;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Chile;Jumbo;Costa;0;0,085;0;$389;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Chile;Jumbo;Costa;0;0,085;0;$399;
2021;Octubre;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Chile;Lider;Costa;0;0,085;0;$390;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Chile;Lider;Costa;0;0,085;0;$390;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas crackelet;España;Carrefour;Carrefour;1;0,300;0;€0,95;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas crackelet;España;Carrefour;Carrefour;1;0,300;0;€0,95;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas crackelet;España;Carrefour;Tuc;0;0,100;0;€0,81;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas crackelet;España;Carrefour;Tuc;0;0,100;0;€0,81;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Perú;Metro;Field;0;0,295;0;4,30;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Perú;Metro;Field;0;0,295;0;4,30;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Perú;Metro;San Jorge;0;0,240;0;2,80;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Perú;Metro;San Jorge;0;0,240;0;2,80;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Perú;Plaza Vea;Field;0;0,074;1;1,90;1,61
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Perú;Plaza Vea;Field;0;0,295;1;4,30;3,65
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Perú;Plaza Vea;Field;0;0,074;1;1,81;1,68
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas crackelet;Perú;Plaza Vea;Field;0;0,295;1;4,30;4,00
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas crackelet (3 pack);Colombia;Olímpica;Ducales;0;0,360;0;$5.950;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas crackelet (3 pack);Colombia;Olímpica;Ducales;0;0,360;0;$5.950;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas crackelet (3 pack);Colombia;Olímpica;Saltín Noel;0;0,300;0;$4.550;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas crackelet (3 pack);Colombia;Olímpica;Saltín Noel;0;0,300;0;$4.550;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas crackers;Argentina;Carrefour;Carrefour;1;0,330;1;ARS106,00;ARS96,46
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas crackers;Argentina;Carrefour;Carrefour;1;0,330;1;ARS106,00;ARS104,41
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas crackers;Argentina;Carrefour;Smams;0;0,150;0;ARS169,00;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas crackers;Argentina;Carrefour;Smams;0;0,150;0;ARS169,00;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas de avena;Portugal;Pingo Doce;Pingo Doce;1;0,300;0;€0,77;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas de avena;Portugal;Pingo Doce;Pingo Doce;1;0,300;0;€0,77;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas de canela;Portugal;Continente;Continente;1;0,750;1;€3,09;€2,63
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas de canela;Portugal;Continente;Continente;1;0,750;1;€3,09;€2,63
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas de chocolate;Portugal;Continente;Continente;1;0,750;1;€2,39;€2,03
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas de chocolate;Portugal;Continente;Continente;1;0,750;1;€2,39;€2,03
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas de chocolate;Portugal;Continente;Seara;0;0,220;1;€1,99;€1,59
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas de chocolate;Portugal;Continente;Seara;0;0,220;1;€1,99;€1,59
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas de limón;Portugal;Continente;Continente;1;0,750;0;€2,03;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas de limón;Portugal;Continente;Continente;1;0,750;0;€2,03;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas de limón;Portugal;Continente;Seara;0;0,220;0;€2,29;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas de limón;Portugal;Continente;Seara;0;0,220;0;€2,29;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas de limón;Portugal;Pingo Doce;Pingo Doce;1;0,250;0;€1,59;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas de limón;Portugal;Pingo Doce;Pingo Doce;1;0,250;0;€1,59;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas de mantequilla;Portugal;Continente;Continente;1;0,300;1;€2,59;€1,89
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas de mantequilla;Portugal;Continente;Continente;1;0,300;1;€2,59;€1,89
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas integrales;Portugal;Pingo Doce;Pingo Doce;1;0,250;0;€1,59;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas integrales;Portugal;Pingo Doce;Pingo Doce;1;0,250;0;€1,59;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas maría;España;Mercadona;Fontaneda;0;0,400;0;€1,55;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas maría;España;Mercadona;Fontaneda;0;0,400;0;€1,55;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas maría;España;Mercadona;Hacendado;1;0,800;0;€0,90;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas maría;España;Mercadona;Hacendado;1;0,800;0;€0,90;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Argentina;Carrefour;Paseo;0;0,220;0;ARS99,00;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Argentina;Carrefour;Paseo;0;0,220;0;ARS99,00;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Argentina;Carrefour;Rianitos;0;0,170;0;ARS106,80;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Argentina;Carrefour;Rianitos;0;0,170;0;ARS106,80;
2021;Octubre;Postres de snacks a base de cereales;Galletas;Galletas soda;Chile;Jumbo;Costa;0;0,180;0;$779;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas soda;Chile;Jumbo;Costa;0;0,180;0;$865;
2021;Octubre;Postres de snacks a base de cereales;Galletas;Galletas soda;Chile;Jumbo;Mc Kay;0;0,180;0;$849;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas soda;Chile;Jumbo;McKay;0;0,180;0;$899;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas soda;Chile;Jumbo;Selz;0;0,180;0;$869;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas soda;Chile;Jumbo;Vivo;0;0,140;0;$889;
2021;Octubre;Postres de snacks a base de cereales;Galletas;Galletas soda;Chile;Lider;Costa;0;0,180;0;$720;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas soda;Chile;Lider;Costa;0;0,180;0;$720;
2021;Octubre;Postres de snacks a base de cereales;Galletas;Galletas soda;Chile;Lider;Lider;1;0,180;0;$600;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas soda;Chile;Lider;Lider;1;0,180;0;$600;
2021;Octubre;Postres de snacks a base de cereales;Galletas;Galletas soda;Chile;Lider;Mc Kay;0;0,180;0;$790;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas soda;Chile;Lider;McKay;0;0,180;0;$790;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas soda;Chile;Lider;Vivo;0;0,123;0;$750;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Colombia;Éxito;Saltín Noel;0;0,270;0;$5.040;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Colombia;Éxito;Saltín Noel;0;0,270;1;$5.040;$4.586
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Colombia;Olímpica;Club Social;0;0,234;0;$4.700;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Colombia;Olímpica;Club Social;0;0,234;0;$4.230;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Metro;Club Social;0;0,156;0;3,50;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Metro;Club Social;0;0,156;0;3,50;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Metro;Costa;0;0,180;0;2,70;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Metro;Costa;0;0,180;0;2,70;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Metro;Cuisine & Co.;1;0,240;0;2,90;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Metro;Cuisine & Co.;1;0,240;0;2,90;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Metro;Field;0;0,204;0;2,49;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Metro;Field;0;0,204;0;2,49;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Metro;San Jorge;0;0,075;0;1,30;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Metro;San Jorge;0;0,075;0;1,30;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Metro;Victoria;0;0,210;0;2,89;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Metro;Victoria;0;0,210;0;2,89;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Plaza Vea;Costa;0;0,252;1;3,40;2,89
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Plaza Vea;Costa;0;0,252;1;3,23;3,00
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Plaza Vea;Field;0;0,204;1;2,39;2,03
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Plaza Vea;Field;0;0,204;1;2,39;2,22
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Plaza Vea;San Jorge;0;0,280;1;3,10;2,63
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Plaza Vea;San Jorge;0;0,280;1;3,10;2,88
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Plaza Vea;Soda V;0;0,210;1;2,89;2,45
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;Perú;Plaza Vea;Soda V;0;0,210;1;2,89;2,69
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas soda;UK;Tesco;Jacobs;0;0,200;0;£1,00;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;UK;Tesco;Jacobs;0;0,200;0;£1,07;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas soda;UK;Tesco;Tesco;1;0,185;0;£0,95;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas soda;UK;Tesco;Tesco;1;0,300;0;£0,39;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;UK;Tesco;Tesco;1;0,185;0;£0,95;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas soda;UK;Tesco;Tesco;1;0,300;0;£0,39;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas surtidas;Portugal;Pingo Doce;Pingo Doce;1;0,500;0;€2,99;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas surtidas;Portugal;Pingo Doce;Pingo Doce;1;0,500;0;€2,99;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas tostadas;España;Mercadona;Hacendado;1;0,800;0;€0,80;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas tostadas;España;Mercadona;Hacendado;1;0,800;0;€0,80;
2021;Noviembre;Postres de snacks a base de cereales;Galletas;Galletas tostadas;España;Mercadona;Tosta Rica;0;0,570;0;€1,85;
2022;Marzo;Postres de snacks a base de cereales;Galletas;Galletas tostadas;España;Mercadona;Tosta Rica;0;0,570;0;€1,85;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas vainilla;UK;Sainsbury’s;Lovett’s;0;0,400;0;£0,31;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas vainilla;UK;Sainsbury’s;McVitie’s;0;0,400;0;£1,30;
2021;Diciembre;Postres de snacks a base de cereales;Galletas;Galletas vainilla;UK;Sainsbury’s;Sainsbury’s;1;0,200;0;£0,45;
2021;Octubre;Postres de snacks a base de cereales;Galletas;Galletas vino;Chile;Jumbo;Costa;0;0,160;0;$609;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas vino;Chile;Jumbo;Costa;0;0,160;0;$669;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas vino;Chile;Jumbo;Dos en Uno;0;0,160;0;$619;
2021;Octubre;Postres de snacks a base de cereales;Galletas;Galletas vino;Chile;Jumbo;Mc Kay;0;0,155;0;$589;
2021;Octubre;Postres de snacks a base de cereales;Galletas;Galletas vino;Chile;Lider;Costa;0;0,160;0;$560;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas vino;Chile;Lider;Costa;0;0,155;0;$620;
2021;Octubre;Postres de snacks a base de cereales;Galletas;Galletas vino;Chile;Lider;Mc Kay;0;0,155;0;$550;
2022;Febrero;Postres de snacks a base de cereales;Galletas;Galletas vino;Chile;Lider;McKay;0;0,155;0;$560;
2021;Diciembre;Postres helados;Postres;Helado casata;Argentina;Carrefour;Carrefour;1;1,000;0;ARS430,00;
2021;Diciembre;Postres helados;Postres;Helado casata;Argentina;Carrefour;Carrefour;1;2,000;0;ARS739,00;
2022;Marzo;Postres helados;Postres;Helado casata;Argentina;Carrefour;Carrefour;1;2,000;0;ARS739,00;
2022;Marzo;Postres helados;Postres;Helado casata;Argentina;Carrefour;Carrefour;1;1,000;0;ARS430,00;
2021;Diciembre;Postres helados;Postres;Helado casata;Argentina;Carrefour;Frigor;0;1,000;0;ARS850,00;
2021;Diciembre;Postres helados;Postres;Helado casata;Argentina;Carrefour;Frigor;0;1,500;0;ARS1.100,00;
2022;Marzo;Postres helados;Postres;Helado casata;Argentina;Carrefour;Frigor;0;1,500;0;ARS1.100,00;
2022;Marzo;Postres helados;Postres;Helado casata;Argentina;Carrefour;Frigor;0;1,000;0;ARS765,00;
2021;Diciembre;Postres helados;Postres;Helado casata;Argentina;Jumbo;Arcor;0;1;0;ARS814,00;
2022;Marzo;Postres helados;Postres;Helado casata;Argentina;Jumbo;Arcor;0;1;0;ARS814,00;
2021;Diciembre;Postres helados;Postres;Helado casata;Argentina;Jumbo;Karinat;0;0,12;0;ARS259,70;
2022;Marzo;Postres helados;Postres;Helado casata;Argentina;Jumbo;Karinat;0;0,12;0;ARS259,70;
2021;Diciembre;Postres helados;Postres;Helado casata;Argentina;Jumbo;Noel;0;1;0;ARS542,35;
2022;Marzo;Postres helados;Postres;Helado casata;Argentina;Jumbo;Noel;0;1;0;ARS542,35;
2021;Diciembre;Postres helados;Postres;Helado casata;Argentina;Jumbo;Novelty;0;0,5;0;ARS605,00;
2022;Marzo;Postres helados;Postres;Helado casata;Argentina;Jumbo;Novelty;0;0,5;0;ARS605,00;
2021;Diciembre;Postres helados;Postres;Helado casata;Argentina;Jumbo;The Not Co;0;0,12;0;ARS301,00;
2022;Marzo;Postres helados;Postres;Helado casata;Argentina;Jumbo;The Not Co;0;0,12;0;ARS301,00;
2021;Octubre;Postres helados;Postres;Helado casata;Chile;Jumbo;Bresler;0;1,000;0;$2.549;
2021;Octubre;Postres helados;Postres;Helado casata;Chile;Jumbo;Cuisine & Co.;1;0,792;0;$4.999;
2022;Febrero;Postres helados;Postres;Helado casata;Chile;Jumbo;Cuisine & Co.;1;0,792;0;$5.599;
2022;Febrero;Postres helados;Postres;Helado casata;Chile;Jumbo;Häagen-Dazs;0;0,415;1;$6.349;$4.444
2022;Febrero;Postres helados;Postres;Helado casata;Chile;Jumbo;Panda;0;2,500;0;$3.999;
2021;Octubre;Postres helados;Postres;Helado casata;Chile;Jumbo;San Francisco;0;1,000;1;$4.950;$3.790
2022;Febrero;Postres helados;Postres;Helado casata;Chile;Jumbo;San Francisco;0;1,000;0;$4.950;
2021;Octubre;Postres helados;Postres;Helado casata;Chile;Jumbo;Savory;0;1,000;1;$2.799;$1.990
2022;Febrero;Postres helados;Postres;Helado casata;Chile;Jumbo;Savory;0;1,000;0;$2.799;
2021;Octubre;Postres helados;Postres;Helado casata;Chile;Jumbo;Trendy;0;2,500;0;$4.549;
2022;Febrero;Postres helados;Postres;Helado casata;Chile;Lider;Chamonix;0;1,000;1;$1.690;$1.000
2021;Octubre;Postres helados;Postres;Helado casata;Chile;Lider;Great Value;0;1,400;1;$5.590;$4.990
2022;Febrero;Postres helados;Postres;Helado casata;Chile;Lider;Great Value;0;1,400;1;$5.590;$3.890
2022;Febrero;Postres helados;Postres;Helado casata;Chile;Lider;Panda;0;2,500;0;$3.690;
2021;Octubre;Postres helados;Postres;Helado casata;Chile;Lider;San Francisco;0;1,000;0;$4.590;
2022;Febrero;Postres helados;Postres;Helado casata;Chile;Lider;San Francisco;0;1,000;1;$4.590;$3.990
2021;Octubre;Postres helados;Postres;Helado casata;Chile;Lider;Savory;0;1,000;0;$2.490;
2022;Febrero;Postres helados;Postres;Helado casata;Chile;Lider;Savory;0;1,000;0;$2.490;
2021;Octubre;Postres helados;Postres;Helado casata;Chile;Lider;Trendy;0;2,500;1;$4.190;$3.290
2022;Febrero;Postres helados;Postres;Helado casata;Chile;Lider;Trendy;0;2,500;0;$4.390;
2021;Noviembre;Postres helados;Postres;Helado casata;Colombia;Éxito;Crem Helado;0;5,000;1;$31.200;$24.960
2022;Marzo;Postres helados;Postres;Helado casata;Colombia;Éxito;Crem Helado;0;5,000;1;$31.200;$24.960
2021;Noviembre;Postres helados;Postres;Helado casata;Colombia;Éxito;Häagen-Dazs;0;0,460;1;$21.900;$17.520
2022;Marzo;Postres helados;Postres;Helado casata;Colombia;Éxito;Häagen-Dazs;0;0,460;1;$21.900;$17.520
2021;Noviembre;Postres helados;Postres;Helado casata;Colombia;Éxito;Popsy;0;0,600;1;$27.850;$22.280
2022;Marzo;Postres helados;Postres;Helado casata;Colombia;Éxito;Popsy;0;0,600;1;$27.850;$22.280
2021;Noviembre;Postres helados;Postres;Helado casata;Colombia;Olímpica;Crem Helado;0;0,300;0;$10.700;
2021;Noviembre;Postres helados;Postres;Helado casata;Colombia;Olímpica;Crem Helado;0;5,000;0;$30.000;
2022;Marzo;Postres helados;Postres;Helado casata;Colombia;Olímpica;Crem Helado;0;0,300;0;$10.700;
2022;Marzo;Postres helados;Postres;Helado casata;Colombia;Olímpica;Crem Helado;0;5,000;0;$33.000;
2021;Noviembre;Postres helados;Postres;Helado casata;Colombia;Olímpica;Jumbo;1;0,300;0;$11.550;
2022;Marzo;Postres helados;Postres;Helado casata;Colombia;Olímpica;Jumbo;1;0,300;0;$11.550;
2021;Noviembre;Postres helados;Postres;Helado casata;España;Carrefour;Carrefour;1;0,500;0;€1,99;
2021;Noviembre;Postres helados;Postres;Helado casata;España;Carrefour;Carrefour;1;1,000;0;€1,34;
2022;Marzo;Postres helados;Postres;Helado casata;España;Carrefour;Carrefour;1;0,500;0;€1,99;
2022;Marzo;Postres helados;Postres;Helado casata;España;Carrefour;Carrefour;1;1,000;0;€1,34;
2021;Noviembre;Postres helados;Postres;Helado casata;España;Carrefour;Häagen-Dazs;0;0,460;0;€5,99;
2022;Marzo;Postres helados;Postres;Helado casata;España;Carrefour;Häagen-Dazs;0;0,460;0;€5,99;
2021;Noviembre;Postres helados;Postres;Helado casata;España;Carrefour;Magnum;0;0,440;0;€6,19;
2022;Marzo;Postres helados;Postres;Helado casata;España;Carrefour;Magnum;0;0,440;0;€6,19;
2021;Noviembre;Postres helados;Postres;Helado casata;España;Mercadona;Hacendado;1;1,000;0;€1,35;
2022;Marzo;Postres helados;Postres;Helado casata;España;Mercadona;Hacendado;1;1,000;0;€1,35;
2021;Noviembre;Postres helados;Postres;Helado casata;Perú;Metro;Alaska;0;0,900;0;16,90;
2022;Marzo;Postres helados;Postres;Helado casata;Perú;Metro;Alaska;0;0,900;0;16,90;
2021;Noviembre;Postres helados;Postres;Helado casata;Perú;Metro;Ben & Jerry’s;0;0,473;0;29,90;
2022;Marzo;Postres helados;Postres;Helado casata;Perú;Metro;Ben & Jerry’s;0;0,473;0;29,90;
2021;Noviembre;Postres helados;Postres;Helado casata;Perú;Metro;Donofrio;0;0,930;1;11,50;8,90
2022;Marzo;Postres helados;Postres;Helado casata;Perú;Metro;Donofrio;0;0,930;1;11,85;10,42
2021;Noviembre;Postres helados;Postres;Helado casata;Perú;Metro;Metro;1;0,550;0;9,90;
2022;Marzo;Postres helados;Postres;Helado casata;Perú;Metro;Metro;1;0,550;0;9,90;
2021;Noviembre;Postres helados;Postres;Helado casata;Perú;Metro;Nestlé;0;1,000;1;17,90;11,99
2022;Marzo;Postres helados;Postres;Helado casata;Perú;Metro;Nestlé;0;1,000;1;18,44;16,22
2021;Noviembre;Postres helados;Postres;Helado casata;Perú;Plaza Vea;Bell’s;1;5,000;1;24,90;21,16
2022;Marzo;Postres helados;Postres;Helado casata;Perú;Plaza Vea;Bell’s;1;5,000;1;24,90;19,17
2021;Noviembre;Postres helados;Postres;Helado casata;Perú;Plaza Vea;Krunchy;0;0,500;1;15,99;9,90
2022;Marzo;Postres helados;Postres;Helado casata;Perú;Plaza Vea;Krunchy;0;0,500;1;15,99;12,31
2021;Noviembre;Postres helados;Postres;Helado casata;Perú;Plaza Vea;Peziduri;0;0,930;1;11,70;9,94
2022;Marzo;Postres helados;Postres;Helado casata;Perú;Plaza Vea;Peziduri;0;0,930;1;11,70;9,01
2021;Noviembre;Postres helados;Postres;Helado casata;Perú;Plaza Vea;Sublime;0;1,000;1;17,90;15,21
2022;Marzo;Postres helados;Postres;Helado casata;Perú;Plaza Vea;Sublime;0;1,000;1;17,90;13,78
2021;Noviembre;Postres helados;Postres;Helado casata;Perú;Plaza Vea;Trits;0;0,540;1;15,99;9,90
2022;Marzo;Postres helados;Postres;Helado casata;Perú;Plaza Vea;Trits;0;0,540;1;16,79;12,93
2021;Diciembre;Postres helados;Postres;Helado casata;Portugal;Continente;Ben & Jerry’s;0;0,465;1;€6,50;€4,99
2022;Febrero;Postres helados;Postres;Helado casata;Portugal;Continente;Ben & Jerry’s;0;0,465;1;€6,50;€4,99
2021;Diciembre;Postres helados;Postres;Helado casata;Portugal;Continente;Cate D’Or;0;1,000;1;€3,99;€2,89
2022;Febrero;Postres helados;Postres;Helado casata;Portugal;Continente;Cate D’Or;0;1,000;1;€3,99;€2,89
2021;Diciembre;Postres helados;Postres;Helado casata;Portugal;Continente;Continente;1;1,000;1;€1,99;€1,49
2022;Febrero;Postres helados;Postres;Helado casata;Portugal;Continente;Continente;1;1,000;1;€1,99;€1,49
2021;Diciembre;Postres helados;Postres;Helado casata;Portugal;Continente;Häagen-Dazs;0;0,460;0;€6,79;
2022;Febrero;Postres helados;Postres;Helado casata;Portugal;Continente;Häagen-Dazs;0;0,460;0;€6,79;
2021;Diciembre;Postres helados;Postres;Helado casata;Portugal;Continente;Magnum;0;0,440;0;€5,99;
2022;Febrero;Postres helados;Postres;Helado casata;Portugal;Continente;Magnum;0;0,440;0;€5,99;
2021;Diciembre;Postres helados;Postres;Helado casata;Portugal;Pingo Doce;Pingo Doce;1;0,500;0;€1,99;
2021;Diciembre;Postres helados;Postres;Helado casata;Portugal;Pingo Doce;Pingo Doce;1;1,000;0;€1,99;
2022;Febrero;Postres helados;Postres;Helado casata;Portugal;Pingo Doce;Pingo Doce;1;0,500;0;€1,99;
2022;Febrero;Postres helados;Postres;Helado casata;Portugal;Pingo Doce;Pingo Doce;1;1,000;0;€1,99;
2021;Diciembre;Postres helados;Postres;Helado casata;UK;Sainsbury’s;Ben & Jerry’s;0;0,465;1;£4,00;£3,00
2022;Marzo;Postres helados;Postres;Helado casata;UK;Sainsbury’s;Carte D’Or;0;1,000;0;£3,50;
2021;Diciembre;Postres helados;Postres;Helado casata;UK;Sainsbury’s;Häagen-Dazs;0;0,460;0;£4,50;
2021;Diciembre;Postres helados;Postres;Helado casata;UK;Sainsbury’s;Halo Top;0;0,473;0;£5,00;
2022;Marzo;Postres helados;Postres;Helado casata;UK;Sainsbury’s;Kelly’s;0;0,950;1;£3,00;£2,74
2022;Marzo;Postres helados;Postres;Helado casata;UK;Sainsbury’s;Mackie’s of Scotland;0;1,000;0;£2,85;
2021;Diciembre;Postres helados;Postres;Helado casata;UK;Sainsbury’s;Oppo;0;0,475;0;£4,50;
2021;Diciembre;Postres helados;Postres;Helado casata;UK;Sainsbury’s;Sainsbury’s;1;0,900;0;£2,00;
2022;Marzo;Postres helados;Postres;Helado casata;UK;Sainsbury’s;Sainsbury’s;1;2,000;0;£1,80;
2022;Marzo;Postres helados;Postres;Helado casata;UK;Sainsbury’s;Wall’s;0;1,800;0;£2,00;
2021;Diciembre;Postres helados;Postres;Helado casata;UK;Tesco;Ben & Jerry’s;0;0,465;0;£4,50;
2022;Marzo;Postres helados;Postres;Helado casata;UK;Tesco;Ben & Jerry’s;0;0,465;0;£4,50;
2021;Diciembre;Postres helados;Postres;Helado casata;UK;Tesco;Häagen-Dazs;0;0,460;1;£4,50;£3,00
2022;Marzo;Postres helados;Postres;Helado casata;UK;Tesco;Häagen-Dazs;0;0,460;1;£4,50;£4,12
2021;Diciembre;Postres helados;Postres;Helado casata;UK;Tesco;Hackney Gelato;0;0,500;0;£5,00;
2022;Marzo;Postres helados;Postres;Helado casata;UK;Tesco;Hackney Gelato;0;0,500;0;£5,00;
2021;Diciembre;Postres helados;Postres;Helado casata;UK;Tesco;Kelly’s;0;0,950;1;£3,00;£2,50
2022;Marzo;Postres helados;Postres;Helado casata;UK;Tesco;Kelly’s;0;0,950;1;£3,00;£2,75
2021;Diciembre;Postres helados;Postres;Helado casata;UK;Tesco;Tesco;1;0,900;0;£1,70;
